,subject_id,variable,week,value
383,100063,Acidobacteriae,26,
384,100064,Acidobacteriae,26,
385,100068,Acidobacteriae,26,
386,100069,Acidobacteriae,26,
387,100070,Acidobacteriae,26,
388,100076,Acidobacteriae,26,
389,100078,Acidobacteriae,26,
390,100079,Acidobacteriae,26,
391,100108,Acidobacteriae,26,
392,100001,Acidobacteriae,27,
393,100002,Acidobacteriae,27,
394,100003,Acidobacteriae,27,M
395,100004,Acidobacteriae,27,M
396,100005,Acidobacteriae,27,
397,100006,Acidobacteriae,27,
398,100009,Acidobacteriae,27,
399,100017,Acidobacteriae,27,
400,100018,Acidobacteriae,27,
401,100019,Acidobacteriae,27,
402,100021,Acidobacteriae,27,
403,100034,Acidobacteriae,27,
404,100036,Acidobacteriae,27,
405,100043,Acidobacteriae,27,M
406,100050,Acidobacteriae,27,
407,100051,Acidobacteriae,27,
408,100056,Acidobacteriae,27,
409,100057,Acidobacteriae,27,
410,100061,Acidobacteriae,27,
411,100063,Acidobacteriae,27,
412,100064,Acidobacteriae,27,
413,100068,Acidobacteriae,27,
414,100069,Acidobacteriae,27,
415,100070,Acidobacteriae,27,
416,100076,Acidobacteriae,27,M
417,100078,Acidobacteriae,27,
418,100079,Acidobacteriae,27,
419,100108,Acidobacteriae,27,
420,100001,Acidobacteriae,28,A
421,100002,Acidobacteriae,28,
422,100003,Acidobacteriae,28,A
423,100004,Acidobacteriae,28,
424,100005,Acidobacteriae,28,
425,100006,Acidobacteriae,28,
426,100009,Acidobacteriae,28,
427,100017,Acidobacteriae,28,
428,100018,Acidobacteriae,28,
429,100019,Acidobacteriae,28,
430,100021,Acidobacteriae,28,
431,100034,Acidobacteriae,28,
432,100036,Acidobacteriae,28,
433,100043,Acidobacteriae,28,
434,100050,Acidobacteriae,28,
435,100051,Acidobacteriae,28,
436,100056,Acidobacteriae,28,
437,100057,Acidobacteriae,28,A
438,100061,Acidobacteriae,28,
439,100063,Acidobacteriae,28,
440,100064,Acidobacteriae,28,
441,100068,Acidobacteriae,28,
442,100069,Acidobacteriae,28,
443,100070,Acidobacteriae,28,
444,100076,Acidobacteriae,28,
445,100078,Acidobacteriae,28,A
446,100079,Acidobacteriae,28,
447,100108,Acidobacteriae,28,A
448,100001,Acidobacteriae,29,A
449,100002,Acidobacteriae,29,
450,100003,Acidobacteriae,29,
451,100004,Acidobacteriae,29,A
452,100005,Acidobacteriae,29,
453,100006,Acidobacteriae,29,A
454,100009,Acidobacteriae,29,A
455,100017,Acidobacteriae,29,
456,100018,Acidobacteriae,29,
457,100019,Acidobacteriae,29,
458,100021,Acidobacteriae,29,A
459,100034,Acidobacteriae,29,A
460,100036,Acidobacteriae,29,Z
461,100043,Acidobacteriae,29,A
462,100050,Acidobacteriae,29,
463,100051,Acidobacteriae,29,
464,100056,Acidobacteriae,29,
465,100057,Acidobacteriae,29,A
466,100061,Acidobacteriae,29,
467,100063,Acidobacteriae,29,
468,100064,Acidobacteriae,29,
469,100068,Acidobacteriae,29,
470,100069,Acidobacteriae,29,
471,100070,Acidobacteriae,29,
472,100076,Acidobacteriae,29,
473,100078,Acidobacteriae,29,A
474,100079,Acidobacteriae,29,
475,100108,Acidobacteriae,29,A
476,100001,Acidobacteriae,30,M
477,100002,Acidobacteriae,30,M
478,100003,Acidobacteriae,30,M
479,100004,Acidobacteriae,30,
480,100005,Acidobacteriae,30,M
481,100006,Acidobacteriae,30,
482,100009,Acidobacteriae,30,M
483,100017,Acidobacteriae,30,
484,100018,Acidobacteriae,30,
485,100019,Acidobacteriae,30,
486,100021,Acidobacteriae,30,M
487,100034,Acidobacteriae,30,
488,100036,Acidobacteriae,30,
489,100043,Acidobacteriae,30,
490,100050,Acidobacteriae,30,M
491,100051,Acidobacteriae,30,
492,100056,Acidobacteriae,30,
493,100057,Acidobacteriae,30,M
494,100061,Acidobacteriae,30,
495,100063,Acidobacteriae,30,
496,100064,Acidobacteriae,30,
497,100068,Acidobacteriae,30,
498,100069,Acidobacteriae,30,M
499,100070,Acidobacteriae,30,
500,100076,Acidobacteriae,30,
501,100078,Acidobacteriae,30,
502,100079,Acidobacteriae,30,M
503,100108,Acidobacteriae,30,M
504,100001,Acidobacteriae,31,M
505,100002,Acidobacteriae,31,
506,100003,Acidobacteriae,31,M
507,100004,Acidobacteriae,31,
508,100005,Acidobacteriae,31,M
509,100006,Acidobacteriae,31,M
510,100009,Acidobacteriae,31,
511,100017,Acidobacteriae,31,
512,100018,Acidobacteriae,31,
513,100019,Acidobacteriae,31,
514,100021,Acidobacteriae,31,
515,100034,Acidobacteriae,31,M
516,100036,Acidobacteriae,31,M
517,100043,Acidobacteriae,31,M
518,100050,Acidobacteriae,31,M
519,100051,Acidobacteriae,31,M
520,100056,Acidobacteriae,31,
521,100057,Acidobacteriae,31,M
522,100061,Acidobacteriae,31,
523,100063,Acidobacteriae,31,M
524,100064,Acidobacteriae,31,
525,100068,Acidobacteriae,31,M
526,100069,Acidobacteriae,31,M
527,100070,Acidobacteriae,31,
528,100076,Acidobacteriae,31,
529,100078,Acidobacteriae,31,
530,100079,Acidobacteriae,31,
531,100108,Acidobacteriae,31,
532,100001,Acidobacteriae,32,M
533,100002,Acidobacteriae,32,M
534,100003,Acidobacteriae,32,M
535,100004,Acidobacteriae,32,
536,100005,Acidobacteriae,32,M
537,100006,Acidobacteriae,32,
538,100009,Acidobacteriae,32,M
539,100017,Acidobacteriae,32,
540,100018,Acidobacteriae,32,M
541,100019,Acidobacteriae,32,M
542,100021,Acidobacteriae,32,
543,100034,Acidobacteriae,32,M
544,100036,Acidobacteriae,32,
545,100043,Acidobacteriae,32,M
546,100050,Acidobacteriae,32,M
547,100051,Acidobacteriae,32,M
548,100056,Acidobacteriae,32,M
549,100057,Acidobacteriae,32,
550,100061,Acidobacteriae,32,M
551,100063,Acidobacteriae,32,M
552,100064,Acidobacteriae,32,M
553,100068,Acidobacteriae,32,
554,100069,Acidobacteriae,32,
555,100070,Acidobacteriae,32,
556,100076,Acidobacteriae,32,
557,100078,Acidobacteriae,32,
558,100079,Acidobacteriae,32,M
559,100108,Acidobacteriae,32,
560,100001,Acidobacteriae,33,M
561,100002,Acidobacteriae,33,M
562,100003,Acidobacteriae,33,
563,100004,Acidobacteriae,33,M
564,100005,Acidobacteriae,33,
565,100006,Acidobacteriae,33,
566,100009,Acidobacteriae,33,M
567,100017,Acidobacteriae,33,M
568,100018,Acidobacteriae,33,M
569,100019,Acidobacteriae,33,
570,100021,Acidobacteriae,33,
571,100034,Acidobacteriae,33,
572,100036,Acidobacteriae,33,
573,100043,Acidobacteriae,33,
574,100050,Acidobacteriae,33,
575,100051,Acidobacteriae,33,
576,100056,Acidobacteriae,33,
577,100057,Acidobacteriae,33,
578,100061,Acidobacteriae,33,M
579,100063,Acidobacteriae,33,M
580,100064,Acidobacteriae,33,M
581,100068,Acidobacteriae,33,M
582,100069,Acidobacteriae,33,
583,100070,Acidobacteriae,33,M
584,100076,Acidobacteriae,33,
585,100078,Acidobacteriae,33,M
586,100079,Acidobacteriae,33,
587,100108,Acidobacteriae,33,
588,100001,Acidobacteriae,34,M
589,100002,Acidobacteriae,34,
590,100003,Acidobacteriae,34,
591,100004,Acidobacteriae,34,M
592,100005,Acidobacteriae,34,M
593,100006,Acidobacteriae,34,
594,100009,Acidobacteriae,34,
595,100017,Acidobacteriae,34,M
596,100018,Acidobacteriae,34,M
597,100019,Acidobacteriae,34,
598,100021,Acidobacteriae,34,
599,100034,Acidobacteriae,34,
600,100036,Acidobacteriae,34,M
601,100043,Acidobacteriae,34,
602,100050,Acidobacteriae,34,
603,100051,Acidobacteriae,34,M
604,100056,Acidobacteriae,34,
605,100057,Acidobacteriae,34,
606,100061,Acidobacteriae,34,
607,100063,Acidobacteriae,34,M
608,100064,Acidobacteriae,34,
609,100068,Acidobacteriae,34,
610,100069,Acidobacteriae,34,M
611,100070,Acidobacteriae,34,
612,100076,Acidobacteriae,34,
613,100078,Acidobacteriae,34,
614,100079,Acidobacteriae,34,
615,100108,Acidobacteriae,34,
616,100001,Acidobacteriae,35,M
617,100002,Acidobacteriae,35,
618,100003,Acidobacteriae,35,
619,100004,Acidobacteriae,35,
620,100005,Acidobacteriae,35,
621,100006,Acidobacteriae,35,
622,100009,Acidobacteriae,35,
623,100017,Acidobacteriae,35,M
624,100018,Acidobacteriae,35,M
625,100019,Acidobacteriae,35,
626,100021,Acidobacteriae,35,
627,100034,Acidobacteriae,35,
628,100036,Acidobacteriae,35,
629,100043,Acidobacteriae,35,
630,100050,Acidobacteriae,35,
631,100051,Acidobacteriae,35,M
632,100056,Acidobacteriae,35,
633,100057,Acidobacteriae,35,
634,100061,Acidobacteriae,35,
635,100063,Acidobacteriae,35,
636,100064,Acidobacteriae,35,M
637,100068,Acidobacteriae,35,M
638,100069,Acidobacteriae,35,
639,100070,Acidobacteriae,35,
640,100076,Acidobacteriae,35,
641,100078,Acidobacteriae,35,
642,100079,Acidobacteriae,35,
643,100108,Acidobacteriae,35,
644,100001,Acidobacteriae,36,M
645,100002,Acidobacteriae,36,
646,100003,Acidobacteriae,36,M
647,100004,Acidobacteriae,36,
648,100005,Acidobacteriae,36,
649,100006,Acidobacteriae,36,
650,100009,Acidobacteriae,36,
651,100017,Acidobacteriae,36,
652,100018,Acidobacteriae,36,M
653,100019,Acidobacteriae,36,
654,100021,Acidobacteriae,36,
655,100034,Acidobacteriae,36,
656,100036,Acidobacteriae,36,M
657,100043,Acidobacteriae,36,
658,100050,Acidobacteriae,36,
659,100051,Acidobacteriae,36,M
660,100056,Acidobacteriae,36,
661,100057,Acidobacteriae,36,
662,100061,Acidobacteriae,36,
663,100063,Acidobacteriae,36,
664,100064,Acidobacteriae,36,
665,100068,Acidobacteriae,36,
666,100069,Acidobacteriae,36,
667,100070,Acidobacteriae,36,
668,100076,Acidobacteriae,36,
669,100078,Acidobacteriae,36,
670,100079,Acidobacteriae,36,
671,100108,Acidobacteriae,36,
672,100001,Actinobacteria,25,
673,100002,Actinobacteria,25,
674,100003,Actinobacteria,25,
675,100004,Actinobacteria,25,Z
676,100005,Actinobacteria,25,
677,100006,Actinobacteria,25,
678,100009,Actinobacteria,25,
679,100017,Actinobacteria,25,
680,100018,Actinobacteria,25,
681,100019,Actinobacteria,25,
682,100021,Actinobacteria,25,
683,100034,Actinobacteria,25,
684,100036,Actinobacteria,25,
685,100043,Actinobacteria,25,
686,100050,Actinobacteria,25,
687,100051,Actinobacteria,25,
688,100056,Actinobacteria,25,
689,100057,Actinobacteria,25,
690,100061,Actinobacteria,25,
691,100063,Actinobacteria,25,
692,100064,Actinobacteria,25,
693,100068,Actinobacteria,25,
694,100069,Actinobacteria,25,
695,100070,Actinobacteria,25,
696,100076,Actinobacteria,25,
697,100078,Actinobacteria,25,
698,100079,Actinobacteria,25,
699,100108,Actinobacteria,25,
700,100001,Actinobacteria,26,
701,100002,Actinobacteria,26,
702,100003,Actinobacteria,26,B
703,100004,Actinobacteria,26,
704,100005,Actinobacteria,26,
705,100006,Actinobacteria,26,
706,100009,Actinobacteria,26,
707,100017,Actinobacteria,26,
708,100018,Actinobacteria,26,
709,100019,Actinobacteria,26,
710,100021,Actinobacteria,26,
711,100034,Actinobacteria,26,A
712,100036,Actinobacteria,26,
713,100043,Actinobacteria,26,A
714,100050,Actinobacteria,26,
715,100051,Actinobacteria,26,
716,100056,Actinobacteria,26,
717,100057,Actinobacteria,26,
718,100061,Actinobacteria,26,
719,100063,Actinobacteria,26,
720,100064,Actinobacteria,26,
721,100068,Actinobacteria,26,
722,100069,Actinobacteria,26,
723,100070,Actinobacteria,26,
724,100076,Actinobacteria,26,
725,100078,Actinobacteria,26,
726,100079,Actinobacteria,26,
727,100108,Actinobacteria,26,
728,100001,Actinobacteria,27,
729,100002,Actinobacteria,27,
730,100003,Actinobacteria,27,A
731,100004,Actinobacteria,27,A
732,100005,Actinobacteria,27,
733,100006,Actinobacteria,27,
734,100009,Actinobacteria,27,
735,100017,Actinobacteria,27,
736,100018,Actinobacteria,27,
737,100019,Actinobacteria,27,
738,100021,Actinobacteria,27,
739,100034,Actinobacteria,27,
740,100036,Actinobacteria,27,
741,100043,Actinobacteria,27,A
742,100050,Actinobacteria,27,
743,100051,Actinobacteria,27,
744,100056,Actinobacteria,27,
745,100057,Actinobacteria,27,
746,100061,Actinobacteria,27,
747,100063,Actinobacteria,27,
748,100064,Actinobacteria,27,
749,100068,Actinobacteria,27,
750,100069,Actinobacteria,27,
751,100070,Actinobacteria,27,
752,100076,Actinobacteria,27,A
753,100078,Actinobacteria,27,
754,100079,Actinobacteria,27,
755,100108,Actinobacteria,27,
756,100001,Actinobacteria,28,A
757,100002,Actinobacteria,28,
758,100003,Actinobacteria,28,A
759,100004,Actinobacteria,28,
760,100005,Actinobacteria,28,
761,100006,Actinobacteria,28,
762,100009,Actinobacteria,28,
763,100017,Actinobacteria,28,
764,100018,Actinobacteria,28,
765,100019,Actinobacteria,28,
766,100021,Actinobacteria,28,
767,100034,Actinobacteria,28,
768,100036,Actinobacteria,28,
769,100043,Actinobacteria,28,
770,100050,Actinobacteria,28,
771,100051,Actinobacteria,28,
772,100056,Actinobacteria,28,
773,100057,Actinobacteria,28,F
774,100061,Actinobacteria,28,
775,100063,Actinobacteria,28,
776,100064,Actinobacteria,28,
777,100068,Actinobacteria,28,
778,100069,Actinobacteria,28,
779,100070,Actinobacteria,28,
780,100076,Actinobacteria,28,
781,100078,Actinobacteria,28,B
782,100079,Actinobacteria,28,
783,100108,Actinobacteria,28,A
784,100001,Actinobacteria,29,A
785,100002,Actinobacteria,29,
786,100003,Actinobacteria,29,
787,100004,Actinobacteria,29,A
788,100005,Actinobacteria,29,
789,100006,Actinobacteria,29,A
790,100009,Actinobacteria,29,A
791,100017,Actinobacteria,29,
792,100018,Actinobacteria,29,
793,100019,Actinobacteria,29,
794,100021,Actinobacteria,29,A
795,100034,Actinobacteria,29,A
